"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"502",0,0,1,NA,0,NA,0,0,0,0,0,NA,1,0,0,1,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,NA,0,0
"503",NA,NA,0,1,1,NA,1,1,0,1,1,0,0,0,1,NA,1,NA,NA,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,1,1,NA,1,NA,1,1,0,0,0,1,1,0,1,0,1,0,0,0,NA,0,NA,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,NA,0,1,NA,NA,NA,0,1,NA,0,1,0,NA,0,1,0,NA,NA,0,NA,NA,1,0,0,1,1,1,0
"504",0,0,0,0,0,1,0,NA,0,NA,0,0,NA,0,0,1,0,1,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,1,0,NA,0,0,NA,0,0,NA,0,1,0,1,0,0,NA,0,0,0,0,1,NA,1,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,1,0,1,0,NA
"505",1,1,0,1,0,NA,0,0,0,1,NA,NA,1,0,NA,1,1,0,0,1,0,1,0,NA,0,1,0,NA,0,1,1,1,0,0,0,NA,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,NA,1,0,1,1,1,1,NA,0,NA,0,1,0,NA,1,1,NA,NA,0,NA,0,1,0,NA,1,0,NA,1,0,0,0,1,0,0,1
"506",0,NA,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,1,NA,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,NA,0,NA,NA,0,0,0,1,0,1,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,NA,0,1,0,1
"507",0,0,NA,1,0,0,NA,0,0,NA,0,0,0,1,0,0,NA,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,NA,0,0,0,1,NA,0,1,NA,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,NA,0,NA,1,0,0,0,0,NA,0,NA,NA,0,1,0,NA,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,1,0,0,1,0,0,0
"508",0,NA,1,1,NA,0,1,0,NA,0,1,0,1,1,0,0,1,0,0,1,0,0,0,NA,0,0,NA,NA,1,NA,NA,0,0,NA,0,0,NA,NA,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,0,0,NA,NA,1,NA,NA,0,NA,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,NA,0,0,0,0,0,1,1,1,0,1,NA,0,0,1,NA,1,1
"509",1,1,NA,NA,1,1,0,0,NA,0,NA,1,0,1,1,1,NA,0,0,0,NA,1,NA,1,0,1,0,0,0,0,1,1,0,1,1,NA,0,0,0,0,0,1,0,NA,NA,1,0,0,0,NA,1,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,1,1,NA,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,1,0,1,0,0,0,0
"510",NA,0,1,1,0,1,0,NA,0,0,0,0,1,0,NA,1,0,0,0,0,NA,1,1,0,0,1,0,NA,0,NA,NA,1,1,0,NA,1,NA,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,1,0,0,NA,NA,0,0,NA,NA,0,0,1,0,NA,1,0,0,0,0,1,0,NA,0,0,1,NA,0,NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,1,0,0,1,0,0,0,NA
"511",0,NA,NA,0,1,0,0,1,0,1,0,NA,1,0,1,0,NA,1,NA,1,0,0,0,0,1,1,0,1,NA,1,NA,0,0,0,1,0,NA,1,0,1,NA,NA,0,0,NA,0,0,1,NA,1,NA,0,0,0,1,0,0,1,1,NA,0,NA,0,NA,1,NA,0,1,1,1,0,NA,0,NA,NA,0,NA,1,0,1,0,0,NA,0,1,0,NA,1,0,NA,0,0,1,0,1,0,0,1,0,1
"512",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,1,0,0,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,1,0,0,0,NA,NA,1,1,NA,0,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,NA,0,0
"513",0,0,NA,0,0,NA,1,0,0,1,1,0,0,1,1,0,1,0,NA,NA,NA,NA,0,0,0,0,1,NA,0,1,NA,0,NA,1,0,0,1,NA,0,1,NA,0,0,NA,0,0,1,1,0,1,1,0,0,0,0,NA,1,0,1,1,1,0,0,NA,0,NA,1,0,1,1,1,0,0,0,0,0,1,0,NA,1,1,NA,0,0,1,0,1,0,0,1,1,0,0,NA,0,0,1,NA,NA,1
"514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0
"515",0,1,1,NA,0,NA,NA,1,1,0,0,1,NA,1,0,1,1,1,NA,0,NA,1,NA,0,0,1,0,NA,NA,0,0,1,1,1,0,0,1,1,1,NA,0,1,1,0,0,0,NA,1,1,NA,0,NA,1,0,0,NA,0,1,1,0,0,NA,NA,NA,0,0,0,1,1,NA,0,NA,1,0,0,0,NA,1,1,0,0,1,1,0,0,NA,0,NA,1,0,0,NA,NA,1,0,0,0,1,1,0
"516",1,1,0,1,0,0,1,1,0,NA,1,1,0,0,0,1,1,1,NA,0,1,NA,NA,0,0,1,0,1,1,0,NA,1,1,0,0,1,1,1,1,0,1,NA,0,0,NA,0,1,NA,1,0,NA,1,0,0,0,0,1,1,1,0,1,NA,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,1,1,0,0,1,1,1,0,0,NA,1,1,1,0,NA,NA,0,NA,0,0,NA,1,1,0
"517",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,0,NA,NA,NA,0,NA,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0
"518",0,0,NA,0,0,0,0,0,NA,1,0,0,NA,0,0,NA,0,0,NA,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1
"519",NA,0,1,0,0,NA,0,0,0,0,1,0,1,1,1,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,0,0,0,NA,0,1,0,0,0,1,1,0,0,1,0,1,NA,0,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0
"520",NA,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,NA,0,0,0,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,NA,NA,0,0,NA
"521",1,0,1,1,0,0,0,NA,0,0,1,0,NA,0,1,NA,0,1,NA,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,1,NA,0,0,0,1,0,0,0,NA,1,NA,0,0,0,NA,0,0,0,0,1,0,0,0,NA,1,0,0,0,NA,0,0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"522",0,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"523",0,NA,NA,1,0,NA,0,NA,0,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,1,0,0,0,NA,1,0,0,0,1,1,NA,1,0,NA,1,0,0,0,1,NA,NA,NA,NA,0,1,0,0,NA,1,0,0,NA,0,0,1,NA,0,NA,1,1,0,1,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA
"524",1,0,1,NA,NA,1,0,NA,1,0,1,1,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,NA,0,1,NA,0,NA,0,0,0,0,1,0,0,NA,0,1,NA,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,NA,1,1,0,1,0,0,0,0,1,0,1,NA,0,0,0,0,1,NA,NA,0,NA,NA,NA,1,0,NA,1,0
"525",1,0,0,0,0,NA,0,0,0,NA,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,1,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0
"526",NA,0,0,1,1,1,NA,NA,0,0,0,0,0,1,1,1,NA,0,0,0,0,0,0,NA,1,1,0,0,NA,0,0,0,0,1,1,1,1,0,0,0,NA,0,0,1,NA,0,1,0,0,0,0,0,0,1,1,1,1,0,1,NA,0,0,0,1,1,1,NA,0,0,0,NA,0,NA,1,1,1,1,0,0,0,0,0,1,NA,1,0,1,0,0,0,NA,0,NA,1,NA,1,NA,NA,0,0
"527",NA,1,0,0,NA,0,NA,0,0,NA,1,NA,0,0,1,0,NA,0,0,NA,1,1,0,0,NA,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,NA,1,NA,NA,0,1,0,0,0,NA,NA,NA,1,0,0,1,NA,0,0,0,1,1,1,0,0,NA,0,0,0,NA,NA,NA,1,0,0,NA,0,0,0,NA,1,1,1,0,0,1,0,0,0,NA,NA,1,1,0,0,1,0,0,NA,0,0
"528",NA,0,0,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0,0,0,NA,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,NA,NA,0,0,1,1
"529",0,0,0,NA,1,1,1,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,NA,1,1,NA,0,0,0,0,0,NA,1,1,1,1,0,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,NA,1,NA,1,0,0,0,0,NA,NA,0,1,1,NA,0,0,0,0,0,0,1,NA,1,1,0,0,0
"530",0,1,NA,NA,0,1,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,1,0,0,NA,0,0,0,1,0,0,1,0,0,1,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,1,0,0,1,0,0,1,NA,0,NA,1,0,0,1,0,NA,1,NA,0,0,1,0,0,0,NA,0,1,0,0,0,NA,NA,0,NA,0,NA,1,NA,0,0,1,0,0,0,0
"531",0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"532",0,0,0,NA,0,1,0,0,0,0,0,0,NA,1,1,NA,1,0,NA,1,0,0,0,NA,0,1,0,0,NA,NA,0,0,0,1,0,1,1,0,NA,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,0,1,NA,0,NA,NA,NA,1,NA,0,0,0,0,NA,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,NA,0,1
"533",0,1,1,0,0,1,0,0,0,1,0,1,1,0,NA,NA,1,0,0,1,0,NA,NA,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,1,NA,1,NA,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,NA,0,1,0,NA,0,1,NA,0,1,1,NA,1,NA,0,0,1,0,0,0,1,0,1,0,0,NA,NA,0,NA,NA,1,0,1,1,0,0,NA,NA,0,NA,1
"534",0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,NA
"535",0,0,0,1,0,NA,0,0,0,NA,1,0,0,NA,1,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,0,0,0,NA,NA,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,NA,0,NA,NA,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,1
"536",1,NA,0,1,1,0,0,NA,0,1,0,1,0,1,NA,0,0,NA,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,1,NA,0,NA,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,NA,0,NA,1,1,NA,NA,0,1,1,0,1,0,NA,1,NA,NA,0,1,NA,0,1,0,0,1,NA,NA,1,0,NA,0,0,NA,1,1,0,0,0,1,0,0,0,0,1,1
"537",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,NA,0,1,0,NA,1,1,1,1,1,1,NA,0,0,1,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,0,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,0,1,1,1,1,1,1,1,1,0,NA,0,1,1,1,1,1,1,NA,1,0,1
"538",1,0,NA,1,1,NA,NA,1,0,NA,1,NA,NA,1,1,1,0,1,0,0,1,0,0,NA,1,1,0,1,0,0,NA,0,1,1,1,NA,0,1,NA,0,NA,0,1,1,1,1,NA,NA,NA,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,NA,1,0,0,1,0,NA,NA,NA,1,NA,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,NA,0,1,1,0,NA,0,0
"539",NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1
"540",0,NA,1,1,1,NA,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,0,1,1,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,1,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,NA,0,0,NA,1,0,1,1,0,1,NA,0,0,0,0,0,1,1,0,1,NA,0,0,0,NA,0,1,NA,1,1,1,0,0,0,NA
"541",NA,0,1,1,NA,NA,NA,0,NA,0,1,0,1,1,1,1,NA,NA,0,NA,NA,0,0,0,NA,1,0,0,0,0,1,0,0,1,NA,NA,1,0,0,NA,1,0,0,NA,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,NA,0,0,1,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,1,NA,0,0,0,1,0,1,1,NA,NA,NA,0,0,0
"542",0,0,0,0,NA,1,NA,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,NA,0,NA,0,0,0,0,0,NA,1,1,0,0,0,NA,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,NA,1,0,0,0
"543",0,1,0,NA,NA,0,0,0,0,NA,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,NA,NA,1,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,1,0,0,1,0,1,0,0,0,0,1,1,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,0
"544",0,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"545",NA,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,NA,1,1,0,0,NA,0,1,0,0,0,0,0,0,0,1,NA,1,NA,0,NA,1,0,NA,0,1,0,NA,0,0,NA,NA,1,0,NA,1,NA,1,0,NA,NA,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,1,0,0,0,1,1,0,NA
"546",0,NA,1,1,NA,0,1,NA,0,0,0,1,1,0,0,1,1,NA,0,0,0,1,1,0,NA,0,NA,NA,0,NA,0,1,1,0,NA,0,1,0,0,0,0,NA,1,0,0,NA,1,0,0,0,0,NA,0,0,0,1,1,0,0,NA,NA,1,1,NA,NA,NA,1,0,0,NA,0,NA,1,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,1,0,NA,0,0,0,1,0,0,0,1,0,0,0
"547",0,0,0,1,0,1,0,NA,0,1,NA,0,0,1,1,NA,1,0,0,1,0,NA,NA,NA,0,1,0,0,0,0,0,NA,0,NA,NA,NA,1,0,0,NA,0,0,NA,1,0,1,1,0,0,NA,NA,0,0,1,NA,1,1,0,0,1,0,NA,0,1,0,1,NA,NA,0,NA,0,0,0,1,1,1,1,0,0,1,NA,0,0,NA,0,NA,1,0,0,0,0,NA,0,1,0,NA,NA,0,0,1
"548",1,1,0,0,0,1,1,0,NA,1,1,1,NA,0,NA,NA,1,1,0,1,1,1,0,0,0,1,0,1,NA,1,1,1,0,0,0,1,NA,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,NA,NA,1,0,0,NA,1,1,0,0,1,1,1,0,0,0,NA,NA,1,NA,NA,NA,1,0,0,NA,1,1,0,0,NA,1,1,0,0,NA,1,1,1,0,1
"549",NA,1,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,1,0,NA,NA,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"550",0,1,1,NA,0,1,1,0,0,0,0,1,1,1,NA,1,1,NA,0,0,0,1,1,0,1,1,1,NA,NA,1,0,1,NA,NA,0,0,1,0,0,1,0,NA,0,NA,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,NA,0,0,0,1,NA,0,NA,1,0,1,1,0,0,NA,1,0,0,0,0,1,0,0,NA,NA,1,0,0,0,0,1,1,1,0,0,1,0,0,1
"551",0,1,0,1,0,0,0,0,NA,1,NA,1,NA,1,1,0,NA,1,1,1,0,1,0,1,NA,0,0,NA,NA,0,NA,1,0,1,1,0,0,1,1,NA,0,1,0,1,0,0,0,1,NA,1,0,NA,0,NA,0,NA,0,1,1,1,0,1,NA,NA,NA,NA,0,1,NA,1,0,1,0,1,0,NA,1,1,0,1,0,1,0,NA,0,0,0,1,1,NA,0,1,0,1,NA,0,1,1,1,1
"552",1,NA,1,1,1,0,1,NA,0,1,1,NA,NA,1,NA,0,1,1,NA,1,1,NA,1,1,1,0,1,0,0,1,1,1,1,NA,1,0,1,0,0,1,1,1,1,NA,1,0,NA,NA,NA,NA,0,1,0,1,1,1,1,0,0,1,0,1,1,NA,1,NA,1,0,NA,NA,1,1,1,1,1,0,NA,0,0,NA,1,1,1,1,1,0,NA,NA,0,NA,0,NA,1,1,1,0,1,0,0,1
"553",0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA
"554",0,0,1,1,NA,NA,0,0,NA,0,0,NA,1,1,NA,0,1,0,0,1,0,NA,0,0,1,0,0,0,0,1,NA,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,1,0,NA,0,1,0,NA,0,0,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,NA,0,0,0,NA,1
"555",0,1,0,0,0,1,NA,0,0,NA,0,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0,NA,1,NA,0,0,NA,NA,0,0,0,0,0,1,NA,0,1,0,NA,0,0,1,0,1,1,NA,1,NA,NA,0,0,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,NA,1,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"556",0,0,1,1,0,0,NA,1,NA,NA,NA,0,1,NA,0,0,1,NA,1,0,0,0,1,0,0,0,NA,1,1,0,0,0,1,NA,0,NA,NA,NA,NA,0,0,0,1,1,0,0,1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,1,NA,0,1,0,NA,0,0,0,1,1,NA,0,0,0,NA,0,0,0,1,0,NA,0,0,0,NA,1,0,0,1,NA,NA,0
"557",0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,0,NA,0,1,0,0,0,1,0,NA,NA,0,0,1,NA,NA,0,1,NA,0,0,0,0,1,0,0,NA,1,1,0,0,0,0,1,0,0,0,1,0,0,NA,NA,0,NA,0,NA,NA,1,0,0,0,NA,0,1,0,NA,0,NA,0,0,NA,0,NA,1,0,NA,0,NA,0,NA,0,0,0,1,NA,0,0,NA,0,0,0,0
"558",0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0
"559",NA,0,0,1,0,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
"560",0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,NA,NA,NA,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,1,0,1,1,NA,0,1,0,0,NA,0,0,1,NA,0,1,0,NA,0,1,0,0,NA,NA,0,1,1,0,NA,NA,0,0,1,0,0,NA,0,0,0,NA,0,NA,1,0,0,NA,0,NA,NA,1,0,0,1,1,0,0,0,0,0,1
"561",1,0,0,1,1,1,0,0,1,0,1,0,NA,1,1,NA,0,NA,1,0,1,0,0,1,NA,1,NA,NA,1,0,1,0,0,NA,1,NA,1,0,NA,0,1,0,0,1,NA,1,0,0,1,0,NA,NA,0,1,0,NA,1,0,1,0,1,0,0,1,0,NA,NA,0,NA,0,1,0,0,1,1,NA,NA,0,NA,0,NA,0,NA,1,1,1,0,0,1,0,1,0,0,1,NA,NA,1,0,1,0
"562",NA,0,0,0,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,NA,0,0
